Symbol,Company_Name,Sector,Industry,Market_Cap,P_E_Ratio,Dividend_Yield,EPS,Revenue,Profit_Margin,Debt_to_Equity,Current_Ratio,ROE,ROA,Beta,52_Week_High,52_Week_Low,Average_Volume,Shares_Outstanding,Market_Cap_Category
ICE,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,86661439488.0,27.684883,1.28,5.49,9749999616.0,0.32431,67.954,1.012,0.114930004,0.02189,1.059,189.35,142.29,3612440.0,570178585.0,Large Cap
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,16725654528.0,,2.55,-1.85,11072000000.0,-0.042630002,46.872,1.444,-0.03232,0.01752,1.053,92.26,59.14,2254759.0,256096379.0,Large Cap
IP,International Paper Company,Consumer Cyclical,Packaging & Containers,20329474048.0,,4.88,-1.18,24334000128.0,-0.05256,61.477,1.313,-0.042779997,0.008590001,1.058,60.36,35.79,4461460.0,528038317.0,Large Cap
IPG,"The Interpublic Group of Companies, Inc.",Communication Services,Advertising Agencies,9284853760.0,21.483051,5.28,1.18,8846600192.0,0.04993,110.56,1.068,0.11933,0.053940002,1.011,33.05,22.51,6298254.0,366266390.0,Mid Cap
INTU,Intuit Inc.,Technology,Software - Application,182427680768.0,47.93553,0.66,13.65,18830999552.0,0.20546,,1.36,0.20285,0.08934,1.262,813.7,532.65,1930145.0,278805000.0,Large Cap
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,202832003072.0,75.7841,,7.55,9612000256.0,0.28577998,,4.728,0.16902,0.09561,1.692,616.0,425.0,2421671.0,354496073.0,Large Cap
IVZ,Invesco Ltd.,Financial Services,Asset Management,10628817920.0,16.244898,3.55,1.47,6278099968.0,0.16691,10.983,0.617,0.06904,0.024430001,1.643,24.75,11.6,4763942.0,445092900.0,Large Cap
INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,17556910080.0,30.147367,4.14,0.95,2689620992.0,0.21805,85.691,1.544,0.06,0.02407,0.834,35.799,27.38,4470382.0,613020589.0,Large Cap
IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,37215657984.0,30.059147,,7.27,15904000000.0,0.08067001,242.366,0.703,0.19374001,0.05071,1.375,225.0,134.65,1439978.0,170300000.0,Large Cap
IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,29898878976.0,187.3148,3.38,0.54,6639848960.0,0.02398,,0.659,,0.04231,1.132,125.38,72.33,1411664.0,295589491.0,Large Cap
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,15999538176.0,29.070932,1.04,5.78,12048818176.0,0.04753,53.131,0.867,0.15126,0.062800005,1.28,198.23,122.79,1348143.0,95218346.0,Large Cap
JBL,Jabil Inc.,Technology,Electronic Components,22552293376.0,35.657093,0.15,5.92,29802000384.0,0.022049999,246.012,1.0,0.40381,0.050359998,1.257,237.14,108.66,1417104.0,106837337.0,Large Cap
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,11995062272.0,25.148708,1.43,6.59,2419044096.0,0.19865,3.17,1.494,0.2345,0.12581,0.749,196.0,144.12,1035790.0,72377132.0,Large Cap
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,18488705024.0,39.658974,0.83,3.9,11835288576.0,0.04161,63.387,1.395,0.084230006,0.04778,0.777,168.44,105.178215,870071.0,119536469.0,Large Cap
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,466993676288.0,18.745647,2.76,10.34,92148998144.0,0.27259,57.766,1.074,0.33619,0.08264,0.358,194.48,140.68,8232960.0,2409295102.0,Large Cap
JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,79795757056.0,46.189392,1.31,2.64,23595999232.0,0.13947,76.27,0.929,0.11374,0.04384,1.418,123.76,68.03,4382176.0,654385440.0,Large Cap
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,859200421888.0,15.632491,1.89,20.19,167228997632.0,0.347,,,0.16437,0.01323,1.076,319.56,202.16,7976140.0,2722262295.0,Large Cap
K,Kellanova,Consumer Defensive,Packaged Foods,28989747200.0,22.765026,2.78,3.66,12670000128.0,0.10079,145.099,0.678,0.32112,0.076409996,0.251,83.42,76.48,2731440.0,347932629.0,Large Cap
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,32032210944.0,22.293333,4.95,0.75,15006000128.0,0.0955,85.659,0.98,0.13469,0.06858,0.658,25.17,14.02,36143710.0,1915802170.0,Large Cap
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,36314927104.0,23.043104,3.52,1.16,16174000128.0,0.09781,73.567,0.625,0.06291,0.041490003,0.362,36.12,25.03,20071209.0,1358583125.0,Large Cap
KEY,KeyCorp,Financial Services,Banks - Regional,19759984640.0,22.320988,4.53,0.81,5934000128.0,0.18115999,,,0.058179997,0.0057,1.106,20.04,12.73,24891896.0,1092919589.0,Large Cap
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,31356893184.0,57.740505,,3.16,5242999808.0,0.103760004,48.748,3.592,0.09982,0.05783,1.203,187.67,121.43,1127978.0,171856249.0,Large Cap
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,34191374336.0,17.433165,4.89,5.91,19723999232.0,0.09983,500.068,0.773,1.3688201,0.11332,0.252,150.45,99.22,3604396.0,331858421.0,Large Cap
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,14011145216.0,24.927711,5.12,0.83,2123057024.0,0.28243,78.195,1.587,0.056700002,0.02202,1.064,25.83,17.93,4221339.0,677194052.0,Large Cap
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,59935043584.0,22.081966,4.32,1.22,16416000000.0,0.16612,102.138,0.631,0.08884,0.03926,0.671,31.48,23.94,13597812.0,2224760390.0,Large Cap
KKR,KKR & Co. Inc.,Financial Services,Asset Management,112369893376.0,50.991596,0.62,2.38,22245685248.0,0.10564,74.351,1.703,0.07672,0.01387,1.999,170.4,86.15,4124598.0,891353410.0,Large Cap
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,156475129856.0,37.461464,0.62,31.79,12524316672.0,0.33828998,122.127,2.692,0.99167997,0.20436001,1.433,1284.47,551.33,1008614.0,131392338.0,Large Cap
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,29200783360.0,,6.56,-3.71,25163999232.0,-0.1735,50.968,1.127,-0.09693,0.03711,0.076,33.35,23.7,15930664.0,1183655579.0,Large Cap
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,43087335424.0,16.502537,2.17,3.94,147000000512.0,0.018550001,271.402,0.946,0.25049,0.05533,0.581,74.9,57.08,7125532.0,662678212.0,Large Cap
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,56430100480.0,32.43871,1.62,9.3,21739999232.0,0.08091,60.629,1.144,0.091309994,0.04279,0.652,308.12,193.09,1070759.0,187052847.0,Large Cap
LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,22234607616.0,26.346756,1.1,10.18,13765300224.0,0.062129997,75.557,1.551,0.10135999,0.046269998,0.966,293.72,209.38,639217.0,82900000.0,Large Cap
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,199934836736.0,35.13907,0.63,4.53,19591788544.0,0.29657,43.991,2.207,0.62261003,0.19507,1.779,167.15,56.32,11613745.0,1256030000.0,Large Cap
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,8375084032.0,28.894232,2.45,2.08,6456500224.0,0.04555,223.019,1.489,0.16219,0.070539996,0.426,83.981,47.87,1763335.0,139352480.0,Mid Cap
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,45294247936.0,30.175674,1.51,2.22,12263999488.0,0.12687999,847.509,0.889,0.65651,0.08146,0.982,67.83,30.18,5368704.0,676134487.0,Large Cap
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,25347287040.0,18.510738,0.87,10.71,17332000768.0,0.08106,105.551,1.624,0.2929,0.09491,0.589,205.77,123.62,793039.0,127855172.0,Large Cap
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,31727259648.0,12.395257,1.62,10.12,34766213120.0,0.07721,24.892,12.742,0.10774,0.05899,1.407,174.36592,98.42,3748470.0,223803530.0,Large Cap
LII,Lennox International Inc.,Industrials,Building Products & Equipment,17094124544.0,20.57366,1.06,23.69,5345299968.0,0.15741,128.035,1.68,0.92253995,0.19301,1.158,689.44,479.4,451631.0,35072782.0,Large Cap
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,884833452032.0,48.461765,0.62,20.4,59419799552.0,0.30986,178.516,1.546,0.9647,0.17603001,0.389,999.92,623.78,4047875.0,895018757.0,Large Cap
LIN,Linde plc,Basic Materials,Specialty Chemicals,199223754752.0,28.57669,1.43,14.93,33504000000.0,0.21170999,64.673,0.823,0.17979999,0.06989,0.857,486.38,408.65,2006307.0,466948930.0,Large Cap
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,32938883072.0,102.78986,,1.38,24569493504.0,0.03659,473.811,0.921,0.5636,0.04586,1.21,175.25,112.88,2629426.0,232209247.0,Large Cap
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,7945184768.0,11.496297,3.88,2.7,14097000448.0,0.049439996,83.675,1.596,0.10882,0.049089998,0.89,44.82,28.42,3269525.0,255966006.0,Mid Cap
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,105764986880.0,25.463509,3.05,17.95,73348997120.0,0.05726,358.987,1.129,0.62776,0.06391,0.234,576.43,410.11,1371931.0,231397796.0,Large Cap
L,Loews Corporation,Financial Services,Insurance - Property & Casualty,21438863360.0,15.034782,0.24,6.9,18265999360.0,0.07949,49.123,0.493,0.08182,0.01704,0.623,103.955,78.98,767696.0,206659567.0,Large Cap
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,131984531456.0,19.305988,2.06,12.19,83612000256.0,0.08202,,1.047,,0.14288001,0.957,280.64,206.39,2775926.0,560824905.0,Large Cap
LULU,lululemon athletica inc.,Consumer Cyclical,Apparel Retail,20137625600.0,11.591126,,14.65,10904036352.0,0.16377,40.178,2.266,0.42422,0.21861,1.021,423.32,159.25,5198156.0,113468082.0,Large Cap
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,14104472576.0,,12.81,-4.03,37778001920.0,-0.03198,124.319,1.57,-0.10584,0.021960001,0.75,85.25,41.58,4786404.0,321872964.0,Large Cap
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,28703289344.0,11.521283,3.19,16.21,9080000512.0,0.3054,,,0.09628,0.01311,0.607,225.7,150.75,1113842.0,153690781.0,Large Cap
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,60159574016.0,21.267801,2.04,9.41,133580996608.0,0.02158,143.175,1.315,0.18887,0.03866,0.714,201.72,115.1,1879828.0,300602479.0,Large Cap
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,78331887616.0,30.823652,0.92,9.47,6873999872.0,0.37984002,,0.467,,0.09641,1.171,307.52,205.4,1429862.0,268351795.0,Large Cap
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,89124372480.0,21.812948,2.02,8.34,26453000192.0,0.15601,139.501,1.123,0.28734,0.078779995,0.754,248.0,174.18,2573107.0,489909683.0,Large Cap
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,37414555648.0,31.83171,0.54,19.49,6903000064.0,0.16688,60.618,2.966,0.12523,0.060399998,1.161,665.18,441.95,369139.0,60307143.0,Large Cap
MAS,Masco Corporation,Industrials,Building Products & Equipment,12862589952.0,15.838875,2.02,3.91,7597000192.0,0.10885999,1888.69,1.878,5.6387095,0.15332,1.273,83.06,56.55,2262384.0,207695621.0,Large Cap
MA,Mastercard Incorporated,Financial Services,Credit Services,501395947520.0,35.677315,0.55,15.65,31473999872.0,0.45275003,239.715,1.122,1.8486099,0.23048,0.868,601.77,465.59,2641889.0,891258183.0,Large Cap
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,7776151552.0,15.392522,2.28,2.14,3469367040.0,0.16202,,1.41,,0.13065,1.356,39.2,26.39,3984978.0,236070189.0,Mid Cap
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,17635858432.0,22.815971,2.8,2.88,6787899904.0,0.11462,75.356,0.713,0.1385,0.05155,0.627,86.24,63.15,2621912.0,253239902.0,Large Cap
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,218510311424.0,26.180033,2.49,11.72,26264000512.0,0.3204,,1.0,,0.12968999,0.525,326.32,276.53,3076464.0,712154350.0,Large Cap
MCK,McKesson Corporation,Healthcare,Medical Distribution,105707520000.0,26.788866,0.38,31.97,387093987328.0,0.01042,,0.88,,0.04784,0.388,867.63,558.13,735878.0,123426650.0,Large Cap
MDT,Medtronic plc,Healthcare,Medical Devices,122361577472.0,26.353592,3.06,3.62,34200000512.0,0.13626,59.437,2.014,0.09741,0.045689996,0.739,99.37,79.29,6924532.0,1282616011.0,Large Cap
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,225739948032.0,12.030423,3.73,7.56,64234999808.0,0.29632,79.708,1.661,0.39485002,0.12614,0.319,105.07,73.31,11815806.0,2482022536.0,Large Cap
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,1580572475392.0,27.72237,0.33,22.62,189458006016.0,0.30892,26.311,1.978,0.32643002,0.18013,1.272,796.25,479.8,14749135.0,2177889269.0,Large Cap
MET,"MetLife, Inc.",Financial Services,Insurance - Life,51255181312.0,14.649718,2.94,5.31,71932002304.0,0.053400002,163.999,1.891,0.12798001,0.0043599997,0.752,89.05,65.21,3325996.0,658891656.0,Large Cap
MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,29520328704.0,36.027424,,40.11,3941790976.0,0.21202,,1.075,,0.20481001,1.405,1462.09,946.69,140017.0,20428445.0,Large Cap
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,8990155776.0,164.34999,,0.2,17278978048.0,0.00403,913.283,1.235,0.10293,0.02027,1.491,41.32,25.3,4736028.0,273506440.0,Mid Cap
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,29567846400.0,,3.28,-0.46,4212400128.0,-0.04394,80.841,2.252,-0.02854,0.0064499998,1.451,77.2,34.13,7697159.0,540446834.0,Large Cap
MU,"Micron Technology, Inc.",Technology,Semiconductors,270637793280.0,31.725,0.18,7.6,37377998848.0,0.22845,28.343,2.518,0.17198999,0.08055,1.552,257.07,61.54,23707789.0,1122466035.0,Large Cap
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,3780701847552.0,36.15352,0.72,14.07,293812011008.0,0.35707,33.154,1.401,0.32241002,0.14656,1.065,555.45,344.79,21008934.0,7432377655.0,Large Cap
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,15791503360.0,27.875002,4.68,4.72,2203401984.0,0.25233,87.122,0.04,0.09408,0.03294,0.776,173.38,125.75,913093.0,117081742.0,Large Cap
MRNA,"Moderna, Inc.",Healthcare,Biotechnology,10317846528.0,,,-8.06,2232000000.0,-1.39606,7.867,3.925,-0.29317,-0.15494001,1.111,48.92,23.04,11249704.0,390679512.0,Large Cap
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",6729254912.0,16.197916,,6.72,10722899968.0,0.03927,28.031,2.246,0.051999997,0.03196,1.239,146.93,96.24,786029.0,61821362.0,Mid Cap
MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,7376928256.0,8.832001,,16.25,42842001408.0,0.020610001,91.911,1.678,0.19708,0.052729998,0.513,359.97,139.29,1489417.0,51400000.0,Mid Cap
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,9315662848.0,,4.01,-10.48,11214000128.0,-0.18638,61.017,0.604,-0.17295,0.044060003,0.45,64.66,42.94,2488567.0,185297875.0,Mid Cap
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,73705275392.0,21.393257,3.56,2.67,37645000704.0,0.0938,83.621,0.611,0.13101,0.03727,0.397,71.15,53.95,7710317.0,1290358492.0,Large Cap
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,45737291776.0,24.511168,0.64,38.95,2660968960.0,0.7122,0.528,4.771,0.64029,0.1225,1.464,1123.38,438.86,571106.0,47907000.0,Large Cap
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,70257598464.0,40.857956,,1.76,7975330816.0,0.21654,0.779,3.185,0.25538,0.16877002,0.488,72.62,45.7,5335375.0,977021216.0,Large Cap
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,87951196160.0,39.72603,0.78,12.41,7501000192.0,0.29916,181.347,1.84,0.54914004,0.13188,1.455,531.93,378.71,795645.0,178400000.0,Large Cap
MS,Morgan Stanley,Financial Services,Capital Markets,264619999232.0,17.076923,2.42,9.75,68531998720.0,0.23606001,420.553,2.266,0.15135,0.01245,1.217,167.13,94.33,5367946.0,1589309311.0,Large Cap
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,8160556032.0,6.6606216,3.4,3.86,11894599680.0,0.10334,37.134,1.141,0.101169996,0.02856,0.937,38.23,22.36,5151740.0,317407877.0,Mid Cap
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,65282891776.0,31.48273,1.11,12.45,11313000448.0,0.18704,423.891,1.027,1.1517,0.11384,0.988,503.62,387.77,939301.0,166554998.0,Large Cap
MSCI,MSCI Inc.,Financial Services,Financial Data & Stock Exchanges,43910795264.0,37.10413,1.25,15.75,3055439872.0,0.40032002,,0.882,,0.19145,1.313,642.45,486.74,645607.0,75139539.0,Large Cap
NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,50150531072.0,31.367859,1.23,2.8,8168000000.0,0.19895001,79.867,0.986,0.14054,0.048660003,1.03,97.63,64.84,3329239.0,570995433.0,Large Cap
NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,22041862144.0,19.543362,1.85,5.65,6590000128.0,0.17768998,281.538,1.313,1.23004,0.094519995,1.41,135.45,71.84,2017698.0,199618386.0,Large Cap
NFLX,"Netflix, Inc.",Communication Services,Entertainment,481546338304.0,47.41093,,23.97,43378786304.0,0.24047,65.822,1.332,0.42861,0.14739999,1.703,1341.15,803.75,3529779.0,423732334.0,Large Cap
NEM,Newmont Corporation,Basic Materials,Gold,98159099904.0,13.989114,1.13,6.43,21503000576.0,0.33423,16.914,2.039,0.22875999,0.10552,0.441,98.58,36.86,11172543.0,1091262981.0,Large Cap
NWSA,News Corporation,Communication Services,Entertainment,15667826688.0,32.325302,0.75,0.83,8499999744.0,0.138,31.439,1.763,0.070250005,0.03738,0.97,31.61,23.38,3983659.0,372729275.0,Large Cap
NWS,News Corporation,Communication Services,Entertainment,15603837952.0,36.409637,0.66,0.83,8499999744.0,0.138,31.439,1.763,0.070250005,0.03738,0.97,35.58,26.25,1284773.0,186867827.0,Large Cap
NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,178604605440.0,27.225397,2.67,3.15,26296999936.0,0.24729,144.161,0.553,0.08236,0.02447,0.738,87.53,61.72,10059257.0,2082609684.0,Large Cap
NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,93348413440.0,32.384617,2.63,1.95,46440001536.0,0.062340003,82.128,2.19,0.21122,0.05685,1.293,82.44,52.28,13874354.0,1189313611.0,Large Cap
NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,20793837568.0,23.126316,2.56,1.9,6327099904.0,0.14155,140.579,0.523,0.09073,0.03312,0.63,44.88,35.36,4432768.0,473232529.0,Large Cap
NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,13283004416.0,29.699749,1.4,7.96,2784348928.0,0.16341999,74.482,1.694,0.15594,0.0769,1.019,266.86,165.03,313787.0,56186303.0,Large Cap
NSC,Norfolk Southern Corporation,Industrials,Railroads,64526864384.0,21.935165,1.88,13.11,12229999616.0,0.24219,116.353,0.862,0.2048,0.061139997,1.322,302.24,201.63,1599557.0,224386617.0,Large Cap
NTRS,Northern Trust Corporation,Financial Services,Asset Management,24655230976.0,15.1769495,2.46,8.59,7932899840.0,0.21761,,,0.13432,0.01059,1.282,135.48,81.62,1093328.0,189117369.0,Large Cap
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,80885170176.0,20.423063,1.64,27.75,40928002048.0,0.09819999,109.401,1.109,0.26152,0.06529,0.044,640.9,426.24,726918.0,142720067.0,Large Cap
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,8567946240.0,13.539568,,1.39,9692558336.0,0.06846,699.717,0.195,0.39870998,0.04729,2.101,29.29,14.21,16116473.0,455257489.0,Mid Cap
NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,31206559744.0,24.340807,1.06,6.69,29778999296.0,0.04839,615.076,1.053,0.64186996,0.06809,1.25,180.54,79.57,2259007.0,191639408.0,Large Cap
NUE,Nucor Corporation,Basic Materials,Steel,33062283264.0,20.230337,1.54,7.12,31882999808.0,0.05185,31.248,2.774,0.09014,0.045539998,1.867,158.48,97.59,1580396.0,229535447.0,Large Cap
NVDA,NVIDIA Corporation,Technology,Semiconductors,4702867030016.0,55.188572,0.02,3.5,165217992704.0,0.52414,10.584,4.214,1.09417,0.53094,2.269,212.19,86.62,182764864.0,24347000000.0,Large Cap
NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,19952271360.0,16.050848,,454.88,10582633472.0,0.13545,27.023,6.389,0.348,0.18898001,1.009,9376.75,6562.85,19573.0,2732735.0,Large Cap
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,51054682112.0,25.106436,1.98,8.08,12044999680.0,0.17111,117.34,2.375,0.20872,0.07891,1.463,255.45,148.09,2508676.0,251674471.0,Large Cap
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Auto Parts,83752009728.0,34.45139,,2.88,17463279616.0,0.14225,,0.757,,0.13656001,0.621,108.72,78.3,4969173.0,844104092.0,Large Cap
OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,41198800896.0,30.772057,2.3,1.36,27150000128.0,0.09002,66.823,1.048,0.071100004,0.03988,0.392,53.2,34.78,10003484.0,984439742.0,Large Cap
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,29171320832.0,28.070423,0.81,4.97,5574922240.0,0.18967,1.994,1.204,0.25059,0.15888,1.271,231.24,133.69,2051414.0,209098439.0,Large Cap
OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,14263415808.0,10.90118,3.85,6.78,16065300480.0,0.08307,128.056,0.924,0.27007,0.051170003,0.757,105.99,68.37,3602968.0,192983572.0,Large Cap
ON,ON Semiconductor Corporation,Technology,Semiconductors,19806609408.0,66.34246,,0.73,6187800064.0,0.051570002,45.833,5.231,0.03891,0.05668,1.571,74.52,31.04,8449692.0,408973992.0,Large Cap
OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,43473604608.0,12.700367,6.07,5.44,31563999232.0,0.105790004,152.218,0.904,0.17847,0.062750004,0.935,118.07,64.02,3748484.0,629231557.0,Large Cap
ORCL,Oracle Corporation,Technology,Software - Infrastructure,673214693376.0,54.791183,0.83,4.31,59017998336.0,0.21079999,452.534,0.618,0.69241995,0.07152,1.636,345.72,118.86,23524851.0,2850792605.0,Large Cap
OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,35199135744.0,26.643066,1.86,3.39,14309999616.0,0.09413,,0.936,,0.14044,1.004,106.828,84.25,2764304.0,389715851.0,Large Cap
PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,51480526848.0,19.219608,1.33,5.1,29531500544.0,0.091120005,82.453,5.69,0.14151,0.049569998,1.023,118.81,84.65,2799335.0,525204359.0,Large Cap
PKG,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers,18267144192.0,20.507072,2.49,9.9,8771800064.0,0.10185,91.618,3.158,0.19811001,0.08185001,0.906,250.82,172.72,768934.0,89977067.0,Large Cap
PLTR,Palantir Technologies Inc.,Technology,Software - Infrastructure,455140999168.0,444.09302,,0.43,3896163072.0,0.28114,3.52,6.427,0.19504,0.07651,1.477,207.52,58.53,62738175.0,2284334012.0,Large Cap
PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,149292908544.0,136.41875,,1.6,9221499904.0,0.122959994,5.335,0.942,0.17452998,0.030669998,0.772,223.61,144.15,6338600.0,683982694.0,Large Cap
PSKY,Paramount Skydance Corporation,Communication Services,Entertainment,18349608960.0,558.0,1.31,0.03,28756000768.0,-0.00049,90.626,1.388,0.00093999994,0.03042,1.184,20.86,9.95,12075687.0,1064653411.0,Large Cap
PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,108259352576.0,30.553062,0.86,28.08,20029999104.0,0.18178,74.953,1.066,0.27294,0.08911,1.255,866.72,488.45,591837.0,126186699.0,Large Cap
PAYX,"Paychex, Inc.",Technology,Software - Application,40178581504.0,25.03139,3.88,4.46,5793200128.0,0.27855,126.47,1.268,0.41266,0.108100004,0.894,161.24,110.16,2843115.0,359894143.0,Large Cap
PAYC,"Paycom Software, Inc.",Technology,Software - Application,9352708096.0,21.133993,0.9,8.06,2001299968.0,0.22645001,4.943,1.223,0.28557,0.07124,0.83,267.76,156.5,695695.0,54906117.0,Mid Cap
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,63062945792.0,13.534137,0.85,4.98,32861999104.0,0.14963001,60.239,1.34,0.24358,0.047,1.433,93.66,55.85,14376501.0,935651953.0,Large Cap
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,17712596992.0,27.541985,0.92,3.93,4128399872.0,0.15844,44.76,1.462,0.17966999,0.091120005,1.207,113.95,74.25,1190704.0,163641880.0,Large Cap
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,198373720064.0,27.581749,3.99,5.26,92365996032.0,0.078200005,260.19,0.912,0.37162,0.08365,0.423,166.89,127.6,7658846.0,1367340122.0,Large Cap
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General,145042407424.0,14.831395,7.05,1.72,62784999424.0,0.15654999,66.531,1.282,0.105979994,0.05189,0.425,27.69,20.92,59678232.0,5685707552.0,Large Cap
PCG,PG&E Corporation,Utilities,Utilities - Regulated Electric,36463337472.0,13.941175,0.6,1.19,24761999360.0,0.10492,185.52,0.941,0.0876,0.02394,0.372,21.72,12.97,23819139.0,2197910425.0,Large Cap
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,244080951296.0,22.368046,3.79,7.01,39992000512.0,0.21574,,0.848,,0.14938,0.444,186.69,116.12,6421364.0,1556638749.0,Large Cap
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,56751443968.0,37.862904,3.46,3.72,131953000448.0,0.011410001,77.483,1.227,0.056199998,0.02456,0.916,142.935,91.01,2403985.0,402921135.0,Large Cap
PNW,Pinnacle West Capital Corporation,Utilities,Utilities - Regulated Electric,10624916480.0,18.303093,4.15,4.85,5307180032.0,0.11198,197.565,0.675,0.087749995,0.02342,0.534,96.5,81.47,1119806.0,119690399.0,Large Cap
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,72478728192.0,11.946995,3.67,15.47,21799000064.0,0.29937,,,0.11486,0.01163,1.017,216.26,145.12,1833782.0,392158451.0,Large Cap
